web-scraper-order,items-links-href,Address,Address-city,Code,Price,Year,SqMtr,Rooms,Energy,Plot,Floors,Surface
1547470030-2814,https://www.funda.nl/koop/verkocht/delft/huis-40686136-rotterdamseweg-105/?navigateSource=resultlist,Rotterdamseweg 105 2628 AK Delft,2628 AK Delft,2628,1245000,1915,300,10,F,11,1,860
1547469746-2757,https://www.funda.nl/koop/verkocht/delft/huis-40876633-timorstraat-4/?navigateSource=resultlist,Timorstraat 4 2612 EJ Delft,2612 EJ Delft,2612,475000,1937,126,5,C,4,1,132
1547469169-2641,https://www.funda.nl/koop/verkocht/delft/huis-40426460-klinkerbuurt-3-fase-1-bouwnr-125/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 125) 2628 ZR Delft,2628 ZR Delft,2628,432500,2018,161,6,A,613,1,0
1547467497-2315,https://www.funda.nl/koop/verkocht/delft/huis-49330838-willemstraat-17/?navigateSource=resultlist,Willemstraat 17 2613 DR Delft,2613 DR Delft,2613,250000,1906,83,5,D,13,1,50
1547469481-2704,https://www.funda.nl/koop/verkocht/delft/huis-40524420-klinkerbuurt-3-fase-2-bouwnr-95/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 95) 2628 ZT Delft,2628 ZT Delft,2628,363000,2018,126,4,A,315,1,0
1547469094-2626,https://www.funda.nl/koop/verkocht/delft/huis-40606735-burgwal-24-a/?navigateSource=resultlist,Burgwal 24 a 2611 GJ Delft,2611 GJ Delft,2611,600000,1940,162,7,F,109,1,109
1547467459-2307,https://www.funda.nl/koop/verkocht/delft/huis-40400131-oude-delft-28/?navigateSource=resultlist,Oude Delft 28 2611 CC Delft,2611 CC Delft,2611,725000,1660,175,5,F,156,1,156
1547468021-2418,https://www.funda.nl/koop/verkocht/delft/huis-40512824-wallerstraat-25/?navigateSource=resultlist,Wallerstraat 25 2613 ZR Delft,2613 ZR Delft,2613,385000,1928,87,4,E,163,1,163
1547468208-2454,https://www.funda.nl/koop/verkocht/delft/huis-40550431-saharapad-36/?navigateSource=resultlist,Saharapad 36 2622 CD Delft,2622 CD Delft,2622,289000,1983,120,4,C,112,3,112
1547468288-2469,https://www.funda.nl/koop/verkocht/delft/huis-40669171-vrouw-rijssensloot-13/?navigateSource=resultlist,Vrouw Rijssensloot 13 2614 MA Delft,2614 MA Delft,2614,389000,2015,119,5,A,5,1,147
1547467888-2392,https://www.funda.nl/koop/verkocht/delft/huis-49378096-marlot-de-zeel-bouwnr-3/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 3) 2614 Delft,2614 Delft,2614,328000,2018,123,5,A,332,1,0
1547468427-2496,https://www.funda.nl/koop/verkocht/delft/huis-49066220-zuiverwonen-k15-bouwnummer-15/?navigateSource=resultlist,ZuiverWonen (K15) Bouwnummer 15 2614 KH Delft,2614 KH Delft,2614,737980,2018,160,1,A,522,1,0
1547467390-2294,https://www.funda.nl/koop/verkocht/delft/huis-40466888-bunzinghof-13/?navigateSource=resultlist,Bunzinghof 13 2623 EK Delft,2623 EK Delft,2623,325000,1978,126,5,C,2,1,169
1547468002-2414,https://www.funda.nl/koop/verkocht/delft/huis-40533800-noordeinde-10/?navigateSource=resultlist,Noordeinde 10 2611 KH Delft,2611 KH Delft,2611,845000,1906,227,8,F,274,1,274
1547467722-2359,https://www.funda.nl/koop/verkocht/delft/huis-49024115-wissingstraat-5/?navigateSource=resultlist,Wissingstraat 5 2628 ZR Delft,2628 ZR Delft,2628,446525,2017,174,7,A,653,1,0
1547468559-2521,https://www.funda.nl/koop/verkocht/delft/huis-40698438-prof-oudemansstraat-9/?navigateSource=resultlist,Prof. Oudemansstraat 9 2628 KA Delft,2628 KA Delft,2628,269000,1952,70,4,C,6,1,138
1547468858-2580,https://www.funda.nl/koop/verkocht/delft/huis-40403688-prunuslaan-82/?navigateSource=resultlist,Prunuslaan 82 2612 VR Delft,2612 VR Delft,2612,389500,2012,144,5,A,6,1,125
1547469080-2623,https://www.funda.nl/koop/verkocht/delft/huis-40863462-buitenwatersloot-190/?navigateSource=resultlist,Buitenwatersloot 190 2613 SW Delft,2613 SW Delft,2613,235000,1906,52,3,F,36,2,36
1547469998-2808,https://www.funda.nl/koop/verkocht/delft/huis-40829956-spechtstraat-6/?navigateSource=resultlist,Spechtstraat 6 2623 GP Delft,2623 GP Delft,2623,280000,1979,116,5,C,8,3,127
1547467422-2301,https://www.funda.nl/koop/verkocht/delft/huis-49314377-oude-delft-136/?navigateSource=resultlist,Oude Delft 136 2611 CG Delft,2611 CG Delft,2611,1195000,1800,260,8,F,2,1,159
1547468988-2605,https://www.funda.nl/koop/verkocht/delft/huis-40864009-hof-van-robijn-9/?navigateSource=resultlist,Hof van Robijn 9 2614 TK Delft,2614 TK Delft,2614,339000,2000,117,5,B,6,1,114
1547467902-2394,https://www.funda.nl/koop/verkocht/delft/huis-49378098-marlot-de-zeel-bouwnr-5/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 5) 2614 Delft,2614 Delft,2614,329500,2018,123,5,A,332,1,0
1547469783-2765,https://www.funda.nl/koop/verkocht/delft/huis-40807497-ambonstraat-5/?navigateSource=resultlist,Ambonstraat 5 2612 BL Delft,2612 BL Delft,2612,325000,1935,95,5,C,91,1,91
1547469602-2728,https://www.funda.nl/koop/verkocht/delft/huis-40744315-latijns-amerikalaan-80/?navigateSource=resultlist,Latijns-Amerikalaan 80 2622 BD Delft,2622 BD Delft,2622,275000,1981,122,5,C,107,1,107
1547468163-2446,https://www.funda.nl/koop/verkocht/delft/huis-40655515-scheepmakerij-40/?navigateSource=resultlist,Scheepmakerij 40 2628 AB Delft,2628 AB Delft,2628,339000,1990,95,5,D,79,1,79
1547469751-2758,https://www.funda.nl/koop/verkocht/delft/huis-49373144-koornmarkt-89-89a/?navigateSource=resultlist,Koornmarkt 89 89a 2611 ED Delft,2611 ED Delft,2611,950000,1906,296,9,E,1.139,2,0
1547469341-2676,https://www.funda.nl/koop/verkocht/delft/huis-40524490-klinkerbuurt-3-fase-2-bouwnr-87/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 87) 2628 ZS Delft,2628 ZS Delft,2628,465000,2018,161,5,A,402,1,0
1547467534-2322,https://www.funda.nl/koop/verkocht/delft/huis-40422529-machteld-van-meterenlaan-12/?navigateSource=resultlist,Machteld van Meterenlaan 12 2628 LR Delft,2628 LR Delft,2628,549000,2004,180,6,A,144,1,144
1547468877-2584,https://www.funda.nl/koop/verkocht/delft/huis-40676019-raamstraat-128/?navigateSource=resultlist,Raamstraat 128 2613 SG Delft,2613 SG Delft,2613,285000,1934,84,4,F,66,1,66
1547469765-2761,https://www.funda.nl/koop/verkocht/delft/huis-40885299-rotterdamseweg-26/?navigateSource=resultlist,Rotterdamseweg 26 2628 AM Delft,2628 AM Delft,2628,345000,1930,96,6,D,60,1,60
1547469727-2753,https://www.funda.nl/koop/verkocht/delft/huis-40713846-himalayapad-2/?navigateSource=resultlist,Himalayapad 2 2622 JW Delft,2622 JW Delft,2622,325000,1989,136,6,C,7,1,165
1547467418-2300,https://www.funda.nl/koop/verkocht/delft/huis-40422056-breestraat-6/?navigateSource=resultlist,Breestraat 6 2611 RG Delft,2611 RG Delft,2611,235000,1906,62,4,F,22,3,22
1547468872-2583,https://www.funda.nl/koop/verkocht/delft/huis-86175192-beverhof-15/?navigateSource=resultlist,Beverhof 15 2623 EP Delft,2623 EP Delft,2623,300000,1978,113,5,D,165,1,165
1547467988-2411,https://www.funda.nl/koop/verkocht/delft/huis-40470580-lesothostraat-24/?navigateSource=resultlist,Lesothostraat 24 2622 LB Delft,2622 LB Delft,2622,299000,1990,115,5,B,4,1,137
1547466969-2211,https://www.funda.nl/koop/verkocht/delft/huis-40468623-geerweg-116/?navigateSource=resultlist,Geerweg 116 2611 VS Delft,2611 VS Delft,2611,234000,1906,65,3,F,1,1,57
1547468582-2526,https://www.funda.nl/koop/verkocht/delft/huis-40621552-aletta-jacobsstraat-2/?navigateSource=resultlist,Aletta Jacobsstraat 2 2614 HG Delft,2614 HG Delft,2614,299000,1988,112,4,C,117,1,117
1547468182-2450,https://www.funda.nl/koop/verkocht/delft/huis-40429782-lambarenestraat-3/?navigateSource=resultlist,Lambarenestraat 3 2622 DN Delft,2622 DN Delft,2622,279500,1990,111,5,C,6,1,116
1547468251-2462,https://www.funda.nl/koop/verkocht/delft/huis-40526316-valkenlaan-70/?navigateSource=resultlist,Valkenlaan 70 2623 HR Delft,2623 HR Delft,2623,275000,1982,119,4,C,129,1,129
1547469239-2655,https://www.funda.nl/koop/verkocht/delft/huis-40426484-klinkerbuurt-3-fase-1-bouwnr-64/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 64) 2628 ZR Delft,2628 ZR Delft,2628,381000,2018,126,5,A,512,1,0
1547469513-2710,https://www.funda.nl/koop/verkocht/delft/huis-40704289-adriaan-pauwstraat-60/?navigateSource=resultlist,Adriaan Pauwstraat 60 2613 DB Delft,2613 DB Delft,2613,432500,1930,125,5,F,7,1,106
1547469965-2801,https://www.funda.nl/koop/verkocht/delft/huis-40829018-molenstraat-11-c/?navigateSource=resultlist,Molenstraat 11 C 2611 JZ Delft,2611 JZ Delft,2611,925000,1650,240,4,F,6,3,110
1547469108-2629,https://www.funda.nl/koop/verkocht/delft/huis-40893983-pootstraat-147/?navigateSource=resultlist,Pootstraat 147 2613 PJ Delft,2613 PJ Delft,2613,250000,1925,115,6,F,93,1,93
1547468550-2519,https://www.funda.nl/koop/verkocht/delft/huis-40687800-wielengahof-8/?navigateSource=resultlist,Wielengahof 8 2625 LJ Delft,2625 LJ Delft,2625,325000,1971,128,5,C,147,3,147
1547470044-2817,https://www.funda.nl/koop/verkocht/delft/huis-40839605-broederstiende-23/?navigateSource=resultlist,Broederstiende 23 2614 MG Delft,2614 MG Delft,2614,340000,2010,125,4,B,125,2,125
1547469760-2760,https://www.funda.nl/koop/verkocht/delft/huis-40815715-pieter-hendrikstraat-7/?navigateSource=resultlist,Pieter Hendrikstraat 7 2611 XS Delft,2611 XS Delft,2611,325000,1896,105,4,F,3,1,75
1547469974-2803,https://www.funda.nl/koop/verkocht/delft/huis-40818418-dr-schaepmanstraat-75/?navigateSource=resultlist,Dr. Schaepmanstraat 75 2612 PK Delft,2612 PK Delft,2612,250000,1920,79,3,E,119,1,119
1547468573-2524,https://www.funda.nl/koop/verkocht/delft/huis-40608144-zambezilaan-76/?navigateSource=resultlist,Zambezilaan 76 2622 LG Delft,2622 LG Delft,2622,345000,1990,145,6,C,13,1,143
1547468867-2582,https://www.funda.nl/koop/verkocht/delft/huis-40544381-argentiniestraat-77/?navigateSource=resultlist,Argentiniëstraat 77 2622 AT Delft,2622 AT Delft,2622,300000,1982,112,5,D,7,1,130
1547468274-2467,https://www.funda.nl/koop/verkocht/delft/huis-49321379-verwersdijk-150/?navigateSource=resultlist,Verwersdijk 150 2611 NM Delft,2611 NM Delft,2611,325000,1850,92,4,F,38,1,38
1547469891-2786,https://www.funda.nl/koop/verkocht/delft/huis-40880565-konijnensingel-20/?navigateSource=resultlist,Konijnensingel 20 2623 BJ Delft,2623 BJ Delft,2623,309000,1978,103,5,C,140,1,140
1547468727-2554,https://www.funda.nl/koop/verkocht/delft/huis-40619173-roellstraat-22/?navigateSource=resultlist,Röellstraat 22 2613 WE Delft,2613 WE Delft,2613,325000,1941,91,4,F,114,1,114
1547469383-2684,https://www.funda.nl/koop/verkocht/delft/huis-40524400-klinkerbuurt-3-fase-2-bouwnr-103/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 103) 2628 ZT Delft,2628 ZT Delft,2628,461000,2018,161,5,A,402,1,0
1547470035-2815,https://www.funda.nl/koop/verkocht/delft/huis-40994986-jan-de-wittstraat-54/?navigateSource=resultlist,Jan de Wittstraat 54 2613 TS Delft,2613 TS Delft,2613,229000,1921,55,3,E,56,1,56
1547468026-2419,https://www.funda.nl/koop/verkocht/delft/huis-40555914-liberiastraat-12/?navigateSource=resultlist,Liberiastraat 12 2622 DE Delft,2622 DE Delft,2622,295000,1984,111,5,C,149,1,149
1547468732-2555,https://www.funda.nl/koop/verkocht/delft/huis-40636780-zambezilaan-62/?navigateSource=resultlist,Zambezilaan 62 2622 LG Delft,2622 LG Delft,2622,259000,1990,95,4,C,113,1,113
1547469494-2707,https://www.funda.nl/koop/verkocht/delft/huis-40524433-klinkerbuurt-3-fase-2-bouwnr-98/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 98) 2628 ZT Delft,2628 ZT Delft,2628,376000,2018,126,4,A,315,1,0
1547467366-2289,https://www.funda.nl/koop/verkocht/delft/huis-40450888-oostsingel-94/?navigateSource=resultlist,Oostsingel 94 2612 HG Delft,2612 HG Delft,2612,485000,1894,129,4,C,1,1,103
1547468737-2556,https://www.funda.nl/koop/verkocht/delft/huis-40614604-frederik-hendrikstraat-129/?navigateSource=resultlist,Frederik Hendrikstraat 129 2628 TA Delft,2628 TA Delft,2628,215000,1920,92,4,F,78,2,10
1547469434-2694,https://www.funda.nl/koop/verkocht/delft/huis-40524410-klinkerbuurt-3-fase-2-bouwnr-113/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 113) 2628 ZT Delft,2628 ZT Delft,2628,462000,2018,161,5,A,402,1,0
1547467590-2333,https://www.funda.nl/koop/verkocht/delft/huis-49246068-zaagbekhof-8/?navigateSource=resultlist,Zaagbekhof 8 2623 MK Delft,2623 MK Delft,2623,250000,1980,112,4,C,4,1,100
1547467221-2260,https://www.funda.nl/koop/verkocht/delft/huis-49383490-gelukkig-slot-bouwnr-12/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 12) 2614 SR Delft,2614 SR Delft,2614,360000,2018,125,7,A,340,1,0
1547468469-2503,https://www.funda.nl/koop/verkocht/delft/huis-40603136-oude-delft-32/?navigateSource=resultlist,Oude Delft 32 2611 CC Delft,2611 CC Delft,2611,1275000,1884,220,7,F,201,1,201
1547468577-2525,https://www.funda.nl/koop/verkocht/delft/huis-40613457-de-vriesstraat-42/?navigateSource=resultlist,De Vriesstraat 42 2613 CC Delft,2613 CC Delft,2613,399000,1933,111,4,F,5,1,102
1547466988-2214,https://www.funda.nl/koop/verkocht/delft/huis-49223666-singelstraat-67/?navigateSource=resultlist,Singelstraat 67 2613 EN Delft,2613 EN Delft,2613,199000,1900,56,4,F,71,1,71
1547467198-2256,https://www.funda.nl/koop/verkocht/delft/huis-49383495-gelukkig-slot-bouwnr-8/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 8) 2614 SR Delft,2614 SR Delft,2614,395000,2018,175,7,A,470,1,0
1547468751-2558,https://www.funda.nl/koop/verkocht/delft/huis-40589906-floris-bouwnr-1/?navigateSource=resultlist,Floris (Bouwnr. 1) 2613 JV Delft,2613 JV Delft,2613,655000,2018,159,6,A,585,1,0
1547468844-2577,https://www.funda.nl/koop/verkocht/delft/huis-40627576-nieuwe-langendijk-90/?navigateSource=resultlist,Nieuwe Langendijk 90 2611 VM Delft,2611 VM Delft,2611,239500,1880,56,2,F,54,1,54
1547468313-2474,https://www.funda.nl/koop/verkocht/delft/huis-40661170-uiverstraat-9/?navigateSource=resultlist,Uiverstraat 9 2623 RA Delft,2623 RA Delft,2623,290000,1984,122,4,D,142,1,142
1547467637-2343,https://www.funda.nl/koop/verkocht/delft/huis-40402649-egelsingel-50/?navigateSource=resultlist,Egelsingel 50 2623 BL Delft,2623 BL Delft,2623,247500,1977,98,3,D,169,1,169
1547468320-2475,https://www.funda.nl/koop/verkocht/delft/huis-40688952-moufflonlaan-3/?navigateSource=resultlist,Moufflonlaan 3 2623 EH Delft,2623 EH Delft,2623,235000,1978,88,4,C,128,1,128
1547467965-2407,https://www.funda.nl/koop/verkocht/delft/huis-40656988-vlamingstraat-82/?navigateSource=resultlist,Vlamingstraat 82 2611 LA Delft,2611 LA Delft,2611,425000,1914,122,4,F,9,1,79
1547467216-2259,https://www.funda.nl/koop/verkocht/delft/huis-49383498-gelukkig-slot-bouwnr-11/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 11) 2614 SR Delft,2614 SR Delft,2614,345000,2018,125,7,A,340,1,0
1547467413-2299,https://www.funda.nl/koop/verkocht/delft/huis-40439183-stil-gezicht-1/?navigateSource=resultlist,Stil Gezicht 1 2612 RV Delft,2612 RV Delft,2612,485000,2000,139,4,B,7,1,286
1547467376-2291,https://www.funda.nl/koop/verkocht/delft/huis-49264397-laan-van-braat-38/?navigateSource=resultlist,Laan van Braat 38 2627 CK Delft,2627 CK Delft,2627,395000,2005,132,4,A,7,1,104
1547467576-2331,https://www.funda.nl/koop/verkocht/delft/huis-40435706-anna-beijerstraat-19/?navigateSource=resultlist,Anna Beijerstraat 19 2613 DP Delft,2613 DP Delft,2613,350000,1900,107,6,F,57,1,57
1547467778-2370,https://www.funda.nl/koop/verkocht/delft/huis-40571340-prof-oudemansstraat-30/?navigateSource=resultlist,Prof. Oudemansstraat 30 2628 KE Delft,2628 KE Delft,2628,295000,1952,83,4,E,190,1,190
1547469681-2744,https://www.funda.nl/koop/verkocht/delft/huis-40890103-volmolen-16/?navigateSource=resultlist,Volmolen 16 2614 LS Delft,2614 LS Delft,2614,425000,2006,133,4,A,105,1,105
1547467137-2243,https://www.funda.nl/koop/verkocht/delft/huis-40421534-fluiterpad-12/?navigateSource=resultlist,Fluiterpad 12 2623 GB Delft,2623 GB Delft,2623,299000,1978,115,5,C,6,1,143
1547468648-2539,https://www.funda.nl/koop/verkocht/delft/huis-40674547-van-der-kamlaan-8/?navigateSource=resultlist,Van der Kamlaan 8 2625 KL Delft,2625 KL Delft,2625,259500,1969,103,5,C,133,1,133
1547470119-2832,https://www.funda.nl/koop/verkocht/delft/huis-40841297-de-genestetstraat-11/?navigateSource=resultlist,De Genestetstraat 11 2612 RL Delft,2612 RL Delft,2612,347500,1914,113,4,F,6,1,77
1547468203-2453,https://www.funda.nl/koop/verkocht/delft/huis-40511174-dr-schaepmanstraat-77/?navigateSource=resultlist,Dr. Schaepmanstraat 77 2612 PK Delft,2612 PK Delft,2612,325000,1920,115,5,D,162,1,162
1547469257-2659,https://www.funda.nl/koop/verkocht/delft/huis-40426488-klinkerbuurt-3-fase-1-bouwnr-68/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 68) 2628 ZR Delft,2628 ZR Delft,2628,357000,2018,126,5,A,479,1,0
1547468069-2427,https://www.funda.nl/koop/verkocht/delft/huis-49386796-buitenwatersloot-73/?navigateSource=resultlist,Buitenwatersloot 73 2613 TB Delft,2613 TB Delft,2613,749000,1890,190,7,F,185,1,185
1547466961-2210,https://www.funda.nl/koop/verkocht/delft/huis-40458296-trompetstraat-86/?navigateSource=resultlist,Trompetstraat 86 2611 KP Delft,2611 KP Delft,2611,375000,1875,95,3,F,81,1,81
1547469304-2668,https://www.funda.nl/koop/verkocht/delft/huis-40426497-klinkerbuurt-3-fase-1-bouwnr-77/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 77) 2628 ZR Delft,2628 ZR Delft,2628,365000,2018,126,5,A,481,1,0
1547469690-2746,https://www.funda.nl/koop/verkocht/delft/huis-40898530-van-bleyswijckstraat-22/?navigateSource=resultlist,Van Bleyswijckstraat 22 2613 RS Delft,2613 RS Delft,2613,365000,1900,104,4,F,80,1,80
1547470002-2809,https://www.funda.nl/koop/verkocht/delft/huis-40693960-justus-van-schoonhovenstraat-26/?navigateSource=resultlist,Justus van Schoonhovenstraat 26 2613 NZ Delft,2613 NZ Delft,2613,349000,1940,91,4,E,4,1,109
1547467263-2269,https://www.funda.nl/koop/verkocht/delft/huis-49383409-gelukkig-slot-bouwnr-36/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 36) 2614 SR Delft,2614 SR Delft,2614,485000,2018,175,5,A,470,1,0
1547467314-2279,https://www.funda.nl/koop/verkocht/delft/huis-49383419-gelukkig-slot-bouwnr-31/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 31) 2614 SR Delft,2614 SR Delft,2614,584000,2018,188,5,A,505,1,0
1547469667-2741,https://www.funda.nl/koop/verkocht/delft/huis-40836284-rietveld-185/?navigateSource=resultlist,Rietveld 185 2611 LK Delft,2611 LK Delft,2611,349000,1863,73,3,F,67,1,67
1547468643-2538,https://www.funda.nl/koop/verkocht/delft/huis-40699642-klinkerbuurt-3-parkhuizen-bouwnr-133/?navigateSource=resultlist,Klinkerbuurt 3 - Parkhuizen (Bouwnr. 133) 2628 ZT Delft,2628 ZT Delft,2628,541250,2018,188,7,A,470,1,0
1547467539-2323,https://www.funda.nl/koop/verkocht/delft/huis-40431395-molensingel-46/?navigateSource=resultlist,Molensingel 46 2614 LB Delft,2614 LB Delft,2614,425000,2006,150,6,A,123,1,123
1547468237-2459,https://www.funda.nl/koop/verkocht/delft/huis-40655643-cubalaan-20/?navigateSource=resultlist,Cubalaan 20 2622 AK Delft,2622 AK Delft,2622,285000,1981,117,4,C,9,1,125
1547469173-2642,https://www.funda.nl/koop/verkocht/delft/huis-40426461-klinkerbuurt-3-fase-1-bouwnr-126/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 126) 2628 ZS Delft,2628 ZS Delft,2628,436525,2018,161,6,A,640,1,0
1547467012-2219,https://www.funda.nl/koop/verkocht/delft/huis-40402657-hoornsestraat-31/?navigateSource=resultlist,Hoornsestraat 31 2613 PC Delft,2613 PC Delft,2613,309000,1940,86,4,B,88,1,88
1547467793-2373,https://www.funda.nl/koop/verkocht/delft/huis-40434916-kalkoenstraat-2/?navigateSource=resultlist,Kalkoenstraat 2 2623 AN Delft,2623 AN Delft,2623,225000,1978,80,3,C,119,1,119
1547468098-2433,https://www.funda.nl/koop/verkocht/delft/huis-40598214-raad-van-europalaan-108/?navigateSource=resultlist,Raad van Europalaan 108 2625 PC Delft,2625 PC Delft,2625,339000,1998,130,4,B,174,1,174
1547467193-2255,https://www.funda.nl/koop/verkocht/delft/huis-49383494-gelukkig-slot-bouwnr-7/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 7) 2614 SR Delft,2614 SR Delft,2614,410000,2018,175,7,A,470,1,0
1547467440-2303,https://www.funda.nl/koop/verkocht/delft/huis-40418204-justus-van-schoonhovenstraat-5/?navigateSource=resultlist,Justus van Schoonhovenstraat 5 2613 NX Delft,2613 NX Delft,2613,325000,1944,82,4,F,82,1,82
1547467188-2254,https://www.funda.nl/koop/verkocht/delft/huis-49383493-gelukkig-slot-bouwnr-6/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 6) 2614 SR Delft,2614 SR Delft,2614,410000,2018,175,7,A,470,1,0
1547467993-2412,https://www.funda.nl/koop/verkocht/delft/huis-40509623-theresiastraat-12/?navigateSource=resultlist,Theresiastraat 12 2628 GP Delft,2628 GP Delft,2628,395000,1999,158,6,A,122,3,122
1547469401-2688,https://www.funda.nl/koop/verkocht/delft/huis-40524414-klinkerbuurt-3-fase-2-bouwnr-107/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 107) 2628 ZT Delft,2628 ZT Delft,2628,457500,2018,161,5,A,402,1,0
1547468144-2442,https://www.funda.nl/koop/verkocht/delft/huis-40655528-frederik-van-eedenlaan-34/?navigateSource=resultlist,Frederik van Eedenlaan 34 2624 VH Delft,2624 VH Delft,2624,209500,1967,88,4,E,5,1,170
1547469825-2773,https://www.funda.nl/koop/verkocht/delft/huis-40893881-tibetstraat-36/?navigateSource=resultlist,Tibetstraat 36 2622 JV Delft,2622 JV Delft,2622,315000,1988,123,7,A,111,2,111
1547469685-2745,https://www.funda.nl/koop/verkocht/delft/huis-40876466-pasteurstraat-8/?navigateSource=resultlist,Pasteurstraat 8 2613 ZW Delft,2613 ZW Delft,2613,279500,1882,59,3,F,149,1,149
1547469285-2664,https://www.funda.nl/koop/verkocht/delft/huis-40426493-klinkerbuurt-3-fase-1-bouwnr-73/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 73) 2628 ZR Delft,2628 ZR Delft,2628,356000,2018,126,5,A,479,1,0
1547469905-2789,https://www.funda.nl/koop/verkocht/delft/huis-40872698-oosteinde-184/?navigateSource=resultlist,Oosteinde 184 2611 ST Delft,2611 ST Delft,2611,275000,1890,77,4,G,46,1,46
1547468502-2510,https://www.funda.nl/koop/verkocht/delft/huis-40586841-pieter-de-hooghstraat-26/?navigateSource=resultlist,Pieter de Hooghstraat 26 2612 VE Delft,2612 VE Delft,2612,475000,2004,140,5,A,116,1,116
1547467811-2377,https://www.funda.nl/koop/verkocht/delft/huis-40579443-frederik-van-eedenlaan-48/?navigateSource=resultlist,Frederik van Eedenlaan 48 2624 VJ Delft,2624 VJ Delft,2624,199500,1970,91,5,E,130,1,130
1547468525-2514,https://www.funda.nl/koop/verkocht/delft/huis-40590403-griegstraat-26/?navigateSource=resultlist,Griegstraat 26 2625 AE Delft,2625 AE Delft,2625,250000,1994,117,5,B,132,1,132
1547468928-2594,https://www.funda.nl/koop/verkocht/delft/huis-40658080-fortuinstraat-6/?navigateSource=resultlist,Fortuinstraat 6 2611 LW Delft,2611 LW Delft,2611,242500,1875,64,4,E,55,1,55
1547467703-2355,https://www.funda.nl/koop/verkocht/delft/huis-40564024-justus-van-schoonhovenstraat-4/?navigateSource=resultlist,Justus van Schoonhovenstraat 4 2613 NZ Delft,2613 NZ Delft,2613,325000,1940,82,5,F,84,1,84
1547469662-2740,https://www.funda.nl/koop/verkocht/delft/huis-40733671-carthuyzerstraat-19/?navigateSource=resultlist,Carthuyzerstraat 19 2613 PA Delft,2613 PA Delft,2613,239000,1899,63,3,C,12,1,57
1547469942-2797,https://www.funda.nl/koop/verkocht/delft/huis-40867830-gerard-van-loonstraat-13/?navigateSource=resultlist,Gerard van Loonstraat 13 2612 HV Delft,2612 HV Delft,2612,205000,1915,72,4,G,60,1,60
1547468222-2456,https://www.funda.nl/koop/verkocht/delft/huis-40602056-laan-van-altena-54/?navigateSource=resultlist,Laan van Altena 54 2613 AJ Delft,2613 AJ Delft,2613,590000,2015,149,6,A,188,1,188
1547469634-2735,https://www.funda.nl/koop/verkocht/delft/huis-40673499-oude-delft-10/?navigateSource=resultlist,Oude Delft 10 2611 CC Delft,2611 CC Delft,2611,1695000,2004,289,6,A,14,1,240
1547468774-2563,https://www.funda.nl/koop/verkocht/delft/huis-40589901-floris-bouwnr-6/?navigateSource=resultlist,Floris (Bouwnr. 6) 2613 JV Delft,2613 JV Delft,2613,555000,2018,149,6,A,550,1,0
1547469197-2647,https://www.funda.nl/koop/verkocht/delft/huis-40426476-klinkerbuurt-3-fase-1-bouwnr-116/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 116) 2628 ZS Delft,2628 ZS Delft,2628,522505,2018,177,6,A,676,1,0
1547469057-2618,https://www.funda.nl/koop/verkocht/delft/huis-40514906-frederik-matthesstraat-31/?navigateSource=resultlist,Frederik Matthesstraat 31 2613 ZX Delft,2613 ZX Delft,2613,259000,1885,62,2,F,132,1,132
1547468059-2425,https://www.funda.nl/koop/verkocht/delft/huis-40661641-buitenwatersloot-201/?navigateSource=resultlist,Buitenwatersloot 201 2613 TE Delft,2613 TE Delft,2613,199000,1906,61,3,F,61,1,61
1547467717-2358,https://www.funda.nl/koop/verkocht/delft/huis-49024114-wissingstraat-3/?navigateSource=resultlist,Wissingstraat 3 2628 ZR Delft,2628 ZR Delft,2628,435000,2018,167,7,A,654,1,0
1547467979-2409,https://www.funda.nl/koop/verkocht/delft/huis-49307965-vossenlaan-11/?navigateSource=resultlist,Vossenlaan 11 2623 WV Delft,2623 WV Delft,2623,289000,1977,116,5,C,130,1,130
